property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price,,,,,,,,,
"3 BHK Apartment for Sale in Bilvam Rengency, Palanpur Gam Surat",Super Area,1955,New Property,Ready to Move,6 out of 13,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more",3990,7800000,,,,,,,,,
2 BHK Apartment for Sale in Pal Surat,Carpet Area,740,New Property,Ready to Move,5 out of 10,Unfurnished,East,"2 BHK deluxe apartments by Surats renowned property builder, Veer Amanta promises to fulfill the dreams of nuclear families. Rich in amenities, including gym, gazebo seating, banquet hall, childrens play area, indoor games, jogging track, and free WiFi zone, this residential marvel is a place to create memories and celebrate life.Reconnect with nature, and let your soul free with worriless life at Veer Amanta.Read more",5204,7000000,,,,,,,,,
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1225,New Property,Poss. by Aug '24,6 out of 14,Unfurnished,South - East,2 BHK Luxurious Flat For Sell In Gaurav Path Prime Area With All Aminities .Read more,4204,5150000,,,,,,,,,
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1775,New Property,Ready to Move,5 out of 12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,5000,8880000,,,,,,,,,
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1746,New Property,Ready to Move,6 out of 13,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,3750,6550000,,,,,,,,,
3 BHK Apartment for Sale in Pal Surat,Carpet Area,955,New Property,Ready to Move,5 out of 14,Unfurnished,South -West,All flat individual no wall connected with others flat with 11 feet celeing heights in this segemnts.Read more,4650,8080000,,,,,,,,,
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Super Area,2061,New Property,Poss. by Dec '24,7 out of 13,Unfurnished,East,Luxurious Flat for Sell In Surat City Prime Area with All AminitiesRead more,4600,9480000,,,,,,,,,
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311,New Property,Poss. by Jun '25,5 out of 13,Unfurnished,East,"A 2 bedroom flat, located in palanpur, surat, is available. It is a Under Construction flat located in Pramukh Amaya  . Situated in a prominent locality, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 2 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 1311 Sqft.Read more",4251,5570000,,,,,,,,,
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1250,Resale,Ready to Move,9 out of 15,Semi-Furnished,South -West,No gst No extra charge  in Registrations,3743,6950000,,,,,,,,,
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Super Area,1550,Resale,Ready to Move,8 out of 11,Unfurnished,East,"3bhk Budgeted Flatsvery peacefull areaNR.Diamond Bourse and SMC Exhibition HallSwimming pool, Garden and Children Play Areapossession in 1yearfor more details please meRead more",4000,6200000,,,,,,,,,
3 BHK Apartment for Sale in Vesu Surat,Super Area,1818,New Property,Ready to Move,5 out of 13,Unfurnished,South -West,"Amenities like Outdoor Games, Banquet Hall, Senior Citizen Seating, Indoor Games, Basement Parking, Beautiful Entrance Foyer, Security System with CCTV Camera, Picturesque Ambience, Bore Well for Rain Water Harvesting, Basement Parking and many more rejuvenating avenues.An area which has all the important institutions like School, College, Hospitals and Super Markets well within reach.A project that boast luxury, affordability, has host of amenities and comfort. Beautifully crafted 2 BHK residency located at Vesu.A feeling of happiness is being able to own a place of your own and call it homeRead more",5500,10000000,,,,,,,,,
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,700,New Property,Ready to Move,1 out of 15,Unfurnished,East,2 BHK Luxurious Flat For Sale In Palanpur Prime Area With New Construction.Read more,4217,5600000,,,,,,,,,
"2 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,1325,New Property,Poss. by Nov '24,6 out of 13,Unfurnished,East,2 And 3 BHK Ultra Luxurious Flat For Sell In Pal Prime Location with All Aminities .Read more,4702,6230000,,,,,,,,,
3 BHK House for Sale in Palanpur Jakatnaka Surat,Super Area,1300,Resale,Ready to Move,Ground out of 1,Semi-Furnished,East,"3 bhk house for sale in palanpur jakatnaka, surat",5000,6500000,,,,,,,,,
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Carpet Area,1020,Resale,Ready to Move,3 out of 5,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,4757,8800000,,,,,,,,,
"3 BHK Apartment for Sale in Pramukh Shiv Siddhi, Pal Gam Surat",Carpet Area,1000,Resale,Ready to Move,6 out of 13,Unfurnished,East,3 bhk flat big size flat light fen kitchen trolley.,5414,9800000,,,,,,,,,
3 BHK Apartment for Sale in Althan Surat,Super Area,1861,New Property,Poss. by Dec '24,8 out of 12,Unfurnished,East,3 bhk luxurious and spacious flat for sale in peak living situated in althan surat near surat diamond bourse and surat airport.Read more,4451,8280000,,,,,,,,,
2 BHK Apartment for Sale in Pal Surat,Carpet Area,687,New Property,Poss. by Oct '26,9 out of 14,Unfurnished,East,The project has 2 bhk multistorey apartments. The project has 3 towers of 14 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkings. The apartment has 1250 square feet super build up areaRead more,4252,5320000,,,,,,,,,
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1725,New Property,Poss. by Feb '26,7 out of 14,Unfurnished,East,"This luxurious yet affordable 3 BHK flat is conveniently located within walking distance to D Mart, ensuring easy access to daily essentials. Situated right on the main road, it offers excellent visibility and accessibility. Enjoy the perfect blend of luxury and convenience in this wellpositioned residence.Read more",3411,5880000,,,,,,,,,
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1815,New Property,Ready to Move,5 out of 12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,5000,9080000,,,,,,,,,
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,700,New Property,Ready to Move,4 out of 13,Unfurnished,West,"Signature homes that are created by passionate and trustworthy realtor make a difference. And for the discerning class, this very factor means a lot. this is one such vicinity that is built on the pillars of trust and ageold legacy. Breaking new ground in design and aesthetic, fulfilling the contemporary residential trend and facilitating highstandard amenities, New home expert presents 2 BHK homes at the most peaceful surrounding of adajan. With 2 residential towers in the premise, there is a scope of exclusivity, an air of ebullience.Luxurious to the core, New home expertRead more",4200,5080000,,,,,,,,,
2 BHK Apartment for Sale in Pal Surat,Super Area,1350,New Property,Poss. by Dec '24,6 out of 13,Unfurnished,East,Luxurious Flat for Sell In Surat City Prime Area with All AminitiesRead more,4500,6080000,,,,,,,,,
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111,New Property,Poss. by Jun '25,5 out of 13,Unfurnished,East,"A 3 bedroom flat, located in palanpur, surat, is available. It is a Under Construction flat located in Pramukh Amaya  . Situated in a prominent locality, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 3 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 2111 Sqft.Read more",4251,8970000,,,,,,,,,
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1250,Resale,Ready to Move,10 out of 15,Unfurnished,South -West,No gst No extra charge  in Registrations,3905,7250000,,,,,,,,,
"2 BHK Apartment for Sale in Keshav Height, Althan Surat",Super Area,1210,Resale,Ready to Move,2 out of 14,Furnished,South -West,"South West Direction Flat, Fully Furnished And Vastu Flat",6033,7300000,,,,,,,,,
3 BHK Apartment for Sale in Althan Surat,Super Area,1761,New Property,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,New Project In New Althan2 Bhk 1250 sq ft3 Bhk 1690 sq ftAll Luxurious AmenitiesPay Only 9 Lacs in 2 Bhk and No EMI Till Possesion.Pay Only 12 Lacs in 3 Bhk and No EMI Till Possesion.Subvention SchemeRead more,3651,6430000,,,,,,,,,
"2 BHK Apartment for Sale in Atlanta Sky Deck, Bhimrad Surat",Carpet Area,1200,Resale,Ready to Move,13 out of 19,Unfurnished,East,near dhiraj son althan main road  building,5115,6000000,,,,,,,,,
3 BHK Apartment for Sale in Pal Surat,Super Area,1960,Resale,Ready to Move,7 out of 13,Unfurnished,East,3 BHK Luxurious Flat for Sell In Pal Prime Area With Good Conditions like New Construction .Read more,4337,8500000,,,,,,,,,
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1522,Resale,Ready to Move,6 out of 14,Furnished,East,3 BHK Purr veg campus Flat for Sell With Fully Furnished .,5585,8500000,,,,,,,,,
"3 BHK Apartment for Sale in Bhakti Victory Shoppers, Pal Surat",Super Area,1950,Resale,Ready to Move,7 out of 13,Semi-Furnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,4359,8500000,,,,,,,,,
"3 BHK Apartment for Sale in Jolly Residency, Vesu Surat",Carpet Area,1020,Resale,Ready to Move,6 out of 12,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,4412,7500000,,,,,,,,,
2 BHK Apartment for Sale in Vesu Surat,Super Area,1321,New Property,Poss. by Dec '24,5 out of 14,Unfurnished,East,New Plotting  in Prime location in vesu,5072,6700000,,,,,,,,,
"3 BHK Apartment for Sale in Sangath Homes, Palanpur Surat",Super Area,2045,New Property,Poss. by Jul '24,6 out of 13,Unfurnished,East,Luxurious Property For Sell In Surat Prime Area With all Luxurious Aminities.Read more,4221,8630000,,,,,,,,,
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1625,New Property,Poss. by Feb '26,7 out of 14,Unfurnished,East,"This luxurious yet affordable 3 BHK flat is conveniently located within walking distance to D Mart, ensuring easy access to daily essentials. Situated right on the main road, it offers excellent visibility and accessibility. Enjoy the perfect blend of luxury and convenience in this wellpositioned residence.Read more",3411,5540000,,,,,,,,,
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1850,New Property,Ready to Move,6 out of 12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,5000,9250000,,,,,,,,,
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1050,New Property,Ready to Move,4 out of 12,Unfurnished,East,"THIS is seated nestled in the beautiful green area, Lake District, which provides easy access to feel the beauty of nature. It stands as the pole start of grandeur  glamour, which refurbishes lifestyles.Read more",4000,7300000,,,,,,,,,
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1003,New Property,Ready to Move,6 out of 13,Unfurnished,East,"Luxurious Flat for Sell In Palanpur Prime Area with All Aminities.This Project ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium, RO Water System, Power Backup. For families with kids, there is Childrens Play Area, nearby apart from Swimming Pool. Sports enthusiasts can also make the most of Volleyball Court, Skating Rink, Basketball Court, Badminton Court, Cycling  Jogging Track. The property is equipped with Fire Sprinklers. There is 24x7 Security. It is a Gated Community.Read more",3945,7200000,,,,,,,,,
"2 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Super Area,1275,New Property,Ready to Move,5 out of 13,Unfurnished,East,"A 2 bedroom resale flat, located in palanpur, surat, is available. It is a ready to move in flat located in shiv subham pearl. Situated in a prominent locality, which is in its prime condition. The flat is on the 7th floor of the building. Aesthetically designed, this property has 2 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 1275 sq. Ft.Read more",3991,5090000,,,,,,,,,
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1100,Resale,Ready to Move,9 out of 15,Unfurnished,South -West,No gst No extra charge  in Registrations,3909,6750000,,,,,,,,,
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1625,New Property,Poss. by Apr '26,5 out of 14,Unfurnished,South -West,2 and 3 bhk project near d mart jahangirabad.2 bhk 1280 sq ft to 1360 sq ft.3 bhk 1625 sq ft to 1835 sq ft.all luxurious amenities.loan interest pay by builder till possession.GOOD PROJECT BEST LOCATIONRead more,3250,5280000,,,,,,,,,
"3 BHK Apartment for Sale in Roongta Green Homes, Godadara Surat",Carpet Area,1035,New Property,Ready to Move,7 out of 14,Unfurnished,South -West,2 and 3 bhk luxrious flat at prime location by roongta developer.Read more,3600,6780000,,,,,,,,,
"3 BHK Apartment for Sale in Shreeji Residency, Vesu Surat",Carpet Area,1140,Resale,Ready to Move,6 out of 12,Unfurnished,North - East,Specious 3 Bhk Flat For Sell In Vesu,4947,9400000,,,,,,,,,
"2 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Super Area,1311,New Property,Ready to Move,4 out of 12,Unfurnished,South -West,This property has 2 and 3 BHK Apartment.,4158,5450000,,,,,,,,,
3 BHK Apartment for Sale in Vesu Surat,Super Area,1953,New Property,Poss. by Dec '24,6 out of 14,Unfurnished,East,New Plotting  in Prime location in vesu,5069,9900000,,,,,,,,,
"2 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1269,New Property,Ready to Move,7 out of 14,Unfurnished,East,2 And  BHK Luxurious Flat For Sale In Palanpur Area With Attractive Rate And All AminitiesRead more,4291,5450000,,,,,,,,,
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Super Area,1802,New Property,Poss. by May '25,7 out of 13,Unfurnished,East,"This affordable 3 BHK flat is situated along a 200foot road, ensuring easy access and connectivity. Enjoy the convenience of a prime location at a budgetfriendly price.Read more",3851,6940000,,,,,,,,,
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,1885,New Property,Ready to Move,6 out of 12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,5000,9430000,,,,,,,,,
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,974,Resale,Ready to Move,8 out of 13,Unfurnished,South -West,Exclusively designer flat 3bhk with 2 car alloted parking.,3664,6500000,,,,,,,,,
